# gate	bias	idc	gx	gy	gr
-0.841	5e-05	1.487810712e-10	1.156136364e-06	-1.227645455e-08	1.156201541e-06
-0.84	5e-05	1.483575274e-10	1.153854545e-06	-1.518945455e-08	1.153954519e-06
-0.839	5e-05	1.516040329e-10	1.1517e-06	-1.657663636e-08	1.151819289e-06
-0.838	5e-05	1.523984873e-10	1.148581818e-06	-1.560563636e-08	1.148687829e-06
-0.837	5e-05	1.526579367e-10	1.147127273e-06	-1.706218182e-08	1.147254156e-06
-0.836	5e-05	1.539360092e-10	1.147263636e-06	-1.733963636e-08	1.147394664e-06
-0.835	5e-05	1.547836057e-10	1.149e-06	-1.754763636e-08	1.149133987e-06
-0.834	5e-05	1.554876757e-10	1.149554545e-06	-1.921236364e-08	1.149715081e-06
-0.833	5e-05	1.551615296e-10	1.145390909e-06	-1.9143e-08	1.145550867e-06
-0.832	5e-05	1.513153945e-10	1.145045455e-06	-1.955909091e-08	1.145212492e-06
-0.831	5e-05	1.485212679e-10	1.149409091e-06	-2.163990909e-08	1.14961278e-06
-0.83	5e-05	1.511279222e-10	1.1526e-06	-2.330445455e-08	1.152835573e-06
-0.829	5e-05	1.488897817e-10	1.154263636e-06	-1.893490909e-08	1.154418933e-06
-0.828	5e-05	1.51423574e-10	1.157872727e-06	-1.574436364e-08	1.157979766e-06
-0.827	5e-05	1.542579001e-10	1.161409091e-06	-1.324745455e-08	1.161484641e-06
-0.826	5e-05	1.593448803e-10	1.161963636e-06	-1.234581818e-08	1.162029221e-06
-0.825	5e-05	1.568523789e-10	1.158154545e-06	-1.394109091e-08	1.158238449e-06
-0.824	5e-05	1.523366505e-10	1.152672727e-06	-1.643790909e-08	1.152789929e-06
-0.823	5e-05	1.469633181e-10	1.145945455e-06	-1.796390909e-08	1.146086248e-06
-0.822	5e-05	1.492143349e-10	1.141363636e-06	-1.7409e-08	1.141496397e-06
-0.821	5e-05	1.486663946e-10	1.137554545e-06	-1.8172e-08	1.137699682e-06
-0.82	5e-05	1.540259437e-10	1.1338e-06	-2.3027e-08	1.13403381e-06
-0.819	5e-05	1.54189072e-10	1.134845455e-06	-2.635618182e-08	1.135151467e-06
-0.818	5e-05	1.607034108e-10	1.138454545e-06	-2.531581818e-08	1.138735985e-06
-0.817	5e-05	1.561699019e-10	1.146563636e-06	-2.406736364e-08	1.146816206e-06
-0.816	5e-05	1.534218598e-10	1.157245455e-06	-2.379e-08	1.157489959e-06
-0.815	5e-05	1.526751566e-10	1.165290909e-06	-2.2056e-08	1.165499622e-06
-0.814	5e-05	1.512843396e-10	1.164809091e-06	-1.969781818e-08	1.164975632e-06
-0.813	5e-05	1.49934054e-10	1.156763636e-06	-1.831072727e-08	1.15690855e-06
-0.812	5e-05	1.51856845e-10	1.1508e-06	-1.900427273e-08	1.150956907e-06
-0.811	5e-05	1.500446008e-10	1.150245455e-06	-2.247218182e-08	1.150464952e-06
-0.81	5e-05	1.518733054e-10	1.150663636e-06	-2.663363636e-08	1.150971831e-06
-0.809	5e-05	1.51653849e-10	1.150245455e-06	-2.711918182e-08	1.150565103e-06
-0.808	5e-05	1.522265757e-10	1.152327273e-06	-2.358190909e-08	1.152568545e-06
-0.807	5e-05	1.537818927e-10	1.1517e-06	-1.733963636e-08	1.151830523e-06
-0.806	5e-05	1.565365721e-10	1.144490909e-06	-1.061181818e-08	1.144540105e-06
-0.805	5e-05	1.553544665e-10	1.141645455e-06	-9.987636364e-09	1.141689142e-06
-0.804	5e-05	1.545310074e-10	1.144136364e-06	-1.588309091e-08	1.144246604e-06
-0.803	5e-05	1.541959084e-10	1.145390909e-06	-2.212536364e-08	1.145604586e-06
-0.802	5e-05	1.524415556e-10	1.148436364e-06	-2.822890909e-08	1.148783249e-06
-0.801	5e-05	1.494577295e-10	1.153018182e-06	-3.121127273e-08	1.153440536e-06
-0.8	5e-05	1.51689609e-10	1.1533e-06	-2.850636364e-08	1.153652245e-06
-0.799	5e-05	1.501668955e-10	1.1449e-06	-2.053018182e-08	1.145084057e-06
-0.798	5e-05	1.489172082e-10	1.135745455e-06	-1.7617e-08	1.135882078e-06
-0.797	5e-05	1.511689034e-10	1.135054545e-06	-2.073818182e-08	1.13524398e-06
-0.796	5e-05	1.551480855e-10	1.135881818e-06	-2.039145455e-08	1.136064838e-06
-0.795	5e-05	1.540182297e-10	1.135881818e-06	-1.838e-08	1.136030514e-06
-0.794	5e-05	1.515364585e-10	1.132209091e-06	-2.039145455e-08	1.132392704e-06
-0.793	5e-05	1.504357623e-10	1.126863636e-06	-2.427545455e-08	1.127125083e-06
-0.792	5e-05	1.458890601e-10	1.1227e-06	-2.261090909e-08	1.122927666e-06
-0.791	5e-05	1.431745139e-10	1.122563636e-06	-1.588309091e-08	1.122675995e-06
-0.79	5e-05	1.433360567e-10	1.123954545e-06	-1.165227273e-08	1.124014945e-06
-0.789	5e-05	1.446482225e-10	1.1252e-06	-1.248454545e-08	1.125269258e-06
-0.788	5e-05	1.459131459e-10	1.1277e-06	-1.442654545e-08	1.127792275e-06
-0.787	5e-05	1.466474818e-10	1.129290909e-06	-9.155363636e-09	1.129328021e-06
-0.786	5e-05	1.452186556e-10	1.128318182e-06	-2.913054545e-09	1.128321942e-06
-0.785	5e-05	1.476368052e-10	1.129709091e-06	3.467927273e-10	1.129709144e-06
-0.784	5e-05	1.512003639e-10	1.131163636e-06	-2.219472727e-09	1.131165814e-06
-0.783	5e-05	1.558472735e-10	1.129227273e-06	-8.114936364e-09	1.12925643e-06
-0.782	5e-05	1.54571229e-10	1.125890909e-06	-1.657663636e-08	1.126012932e-06
-0.781	5e-05	1.549945369e-10	1.125963636e-06	-2.143181818e-08	1.126167587e-06
-0.78	5e-05	1.527474803e-10	1.129227273e-06	-2.115436364e-08	1.129425403e-06
-0.779	5e-05	1.542468676e-10	1.132063636e-06	-1.928172727e-08	1.132227831e-06
-0.778	5e-05	1.515940255e-10	1.133590909e-06	-1.810263636e-08	1.133735443e-06
-0.777	5e-05	1.513368918e-10	1.135745455e-06	-1.671536364e-08	1.135868452e-06
-0.776	5e-05	1.472378708e-10	1.137618182e-06	-1.588309091e-08	1.137729054e-06
-0.775	5e-05	1.469758034e-10	1.138245455e-06	-1.796390909e-08	1.1383872e-06
-0.774	5e-05	1.50330223e-10	1.136581818e-06	-2.177854545e-08	1.136790453e-06
-0.773	5e-05	1.470217183e-10	1.132418182e-06	-2.157054545e-08	1.132623603e-06
-0.772	5e-05	1.479621254e-10	1.126654545e-06	-1.907363636e-08	1.126815987e-06
-0.771	5e-05	1.534815138e-10	1.124781818e-06	-1.539754545e-08	1.124887205e-06
-0.77	5e-05	1.501409365e-10	1.127763636e-06	-1.054254545e-08	1.127812912e-06
-0.769	5e-05	1.537315161e-10	1.1311e-06	-9.155363636e-09	1.131137052e-06
-0.768	5e-05	1.537329173e-10	1.135190909e-06	-9.640818182e-09	1.135231847e-06
-0.767	5e-05	1.546501162e-10	1.137136364e-06	-7.629427273e-09	1.137161958e-06
-0.766	5e-05	1.553972398e-10	1.139354545e-06	-7.768145455e-09	1.139381027e-06
-0.765	5e-05	1.520080338e-10	1.142681818e-06	-1.387172727e-08	1.142766014e-06
-0.764	5e-05	1.495626789e-10	1.143581818e-06	-1.692345455e-08	1.143707033e-06
-0.763	5e-05	1.531603529e-10	1.142063636e-06	-1.525881818e-08	1.142165566e-06
-0.762	5e-05	1.515835091e-10	1.138518182e-06	-1.144418182e-08	1.138575698e-06
-0.761	5e-05	1.549459966e-10	1.133663636e-06	-8.531081818e-09	1.133695735e-06
-0.76	5e-05	1.553855214e-10	1.135054545e-06	-9.016627273e-09	1.135090358e-06
-0.759	5e-05	1.60512878e-10	1.143172727e-06	-1.241518182e-08	1.143240141e-06
-0.758	5e-05	1.605268973e-10	1.152118182e-06	-1.893490909e-08	1.152273768e-06
-0.757	5e-05	1.566527973e-10	1.155172727e-06	-2.427545455e-08	1.155427768e-06
-0.756	5e-05	1.545764651e-10	1.152045455e-06	-2.698045455e-08	1.152361347e-06
-0.755	5e-05	1.517131195e-10	1.149481818e-06	-2.323509091e-08	1.149716626e-06
-0.754	5e-05	1.542307834e-10	1.153990909e-06	-1.942045455e-08	1.15415431e-06
-0.753	5e-05	1.558900615e-10	1.160227273e-06	-2.018336364e-08	1.160402815e-06
-0.752	5e-05	1.626411503e-10	1.166263636e-06	-1.907363636e-08	1.166419596e-06
-0.751	5e-05	1.569676381e-10	1.171054545e-06	-1.803327273e-08	1.171193386e-06
-0.75	5e-05	1.544153647e-10	1.170845455e-06	-2.059954545e-08	1.171026652e-06
-0.749	5e-05	1.536732117e-10	1.163354545e-06	-2.261090909e-08	1.163574257e-06
-0.748	5e-05	1.550453412e-10	1.158918182e-06	-2.392872727e-08	1.159165189e-06
-0.747	5e-05	1.566074798e-10	1.161272727e-06	-2.351254545e-08	1.161510735e-06
-0.746	5e-05	1.584405944e-10	1.163490909e-06	-2.163990909e-08	1.163692133e-06
-0.745	5e-05	1.601825135e-10	1.164327273e-06	-1.955909091e-08	1.164491544e-06
-0.744	5e-05	1.616022614e-10	1.162309091e-06	-1.838e-08	1.162454407e-06
-0.743	5e-05	1.567477761e-10	1.159954545e-06	-1.768636364e-08	1.160089374e-06
-0.742	5e-05	1.560966785e-10	1.161136364e-06	-1.907363636e-08	1.161293012e-06
-0.741	5e-05	1.527628492e-10	1.164736364e-06	-1.9143e-08	1.164893665e-06
-0.74	5e-05	1.565242784e-10	1.169245455e-06	-1.747827273e-08	1.169376083e-06
-0.739	5e-05	1.538462001e-10	1.172227273e-06	-1.865745455e-08	1.172375742e-06
-0.738	5e-05	1.592088834e-10	1.169590909e-06	-1.955909091e-08	1.169754441e-06
-0.737	5e-05	1.581029364e-10	1.165781818e-06	-1.9143e-08	1.165938979e-06
-0.736	5e-05	1.574883878e-10	1.169945455e-06	-1.942045455e-08	1.170106628e-06
-0.735	5e-05	1.561085666e-10	1.178190909e-06	-2.406736364e-08	1.1784367e-06
-0.734	5e-05	1.543737124e-10	1.181663636e-06	-3.003218182e-08	1.182045211e-06
-0.733	5e-05	1.557091306e-10	1.180627273e-06	-3.440172727e-08	1.181128374e-06
-0.732	5e-05	1.572429283e-10	1.178127273e-06	-3.807790909e-08	1.178742465e-06
-0.731	5e-05	1.588556942e-10	1.175354545e-06	-4.133772727e-08	1.176081254e-06
-0.73	5e-05	1.632245702e-10	1.175490909e-06	-3.9257e-08	1.176146245e-06
-0.729	5e-05	1.609743425e-10	1.175836364e-06	-3.072581818e-08	1.176237744e-06
-0.728	5e-05	1.587356415e-10	1.175072727e-06	-2.136245455e-08	1.175266893e-06
-0.727	5e-05	1.581619192e-10	1.172781818e-06	-1.414909091e-08	1.172867166e-06
-0.726	5e-05	1.542894049e-10	1.1705e-06	-8.877909091e-09	1.170533668e-06
-0.725	5e-05	1.528291846e-10	1.172781818e-06	-9.155363636e-09	1.172817553e-06
-0.724	5e-05	1.526771994e-10	1.175490909e-06	-1.179090909e-08	1.175550043e-06
-0.723	5e-05	1.565518524e-10	1.177436364e-06	-1.401045455e-08	1.177519717e-06
-0.722	5e-05	1.567117065e-10	1.175145455e-06	-1.928172727e-08	1.175303631e-06
-0.721	5e-05	1.607333594e-10	1.169663636e-06	-2.788209091e-08	1.169995912e-06
-0.72	5e-05	1.577621293e-10	1.168209091e-06	-3.488727273e-08	1.16872991e-06
-0.719	5e-05	1.54700832e-10	1.167790909e-06	-3.807790909e-08	1.168411543e-06
-0.718	5e-05	1.529565678e-10	1.1662e-06	-3.689881818e-08	1.166783597e-06
-0.717	5e-05	1.551087636e-10	1.165090909e-06	-3.169681818e-08	1.165521992e-06
-0.716	5e-05	1.525938136e-10	1.162936364e-06	-2.739663636e-08	1.163259026e-06
-0.715	5e-05	1.528929389e-10	1.158981818e-06	-2.2056e-08	1.159191668e-06
-0.714	5e-05	1.548942557e-10	1.151836364e-06	-1.886554545e-08	1.15199085e-06
-0.713	5e-05	1.537230868e-10	1.1474e-06	-1.872681818e-08	1.147552811e-06
-0.712	5e-05	1.580024856e-10	1.145527273e-06	-1.782518182e-08	1.14566595e-06
-0.711	5e-05	1.573813809e-10	1.147881818e-06	-2.212536364e-08	1.148095031e-06
-0.71	5e-05	1.543926359e-10	1.148236364e-06	-2.906118182e-08	1.148604065e-06
-0.709	5e-05	1.519308059e-10	1.146081818e-06	-3.245972727e-08	1.146541394e-06
-0.708	5e-05	1.509662835e-10	1.143381818e-06	-3.183554545e-08	1.143824936e-06
-0.707	5e-05	1.514614652e-10	1.138872727e-06	-2.6703e-08	1.139185735e-06
-0.706	5e-05	1.548462095e-10	1.135190909e-06	-2.053018182e-08	1.13537654e-06
-0.705	5e-05	1.568058814e-10	1.134981818e-06	-1.636854545e-08	1.135099844e-06
-0.704	5e-05	1.573680917e-10	1.135954545e-06	-1.414909091e-08	1.13604266e-06
-0.703	5e-05	1.558075976e-10	1.135745455e-06	-1.297e-08	1.13581951e-06
-0.702	5e-05	1.526965211e-10	1.130545455e-06	-1.192963636e-08	1.130608394e-06
-0.701	5e-05	1.523203302e-10	1.126381818e-06	-7.143918182e-09	1.126404473e-06
-0.7	5e-05	1.507708171e-10	1.128945455e-06	-6.5197e-09	1.12896428e-06
-0.699	5e-05	1.503161225e-10	1.1379e-06	-1.345554545e-08	1.137979552e-06
-0.698	5e-05	1.524389523e-10	1.141509091e-06	-1.872681818e-08	1.14166269e-06
-0.697	5e-05	1.554492683e-10	1.139490909e-06	-1.886554545e-08	1.139647068e-06
-0.696	5e-05	1.534378113e-10	1.137063636e-06	-1.928172727e-08	1.137227109e-06
-0.695	5e-05	1.467773945e-10	1.133663636e-06	-2.129309091e-08	1.133863588e-06
-0.694	5e-05	1.460885901e-10	1.121245455e-06	-2.309636364e-08	1.121483309e-06
-0.693	5e-05	1.469579493e-10	1.110709091e-06	-2.434481818e-08	1.110975857e-06
-0.692	5e-05	1.477020418e-10	1.1062e-06	-2.607881818e-08	1.106507363e-06
-0.691	5e-05	1.539162302e-10	1.101554545e-06	-2.725790909e-08	1.101891742e-06
-0.69	5e-05	1.55083874e-10	1.095727273e-06	-2.815954545e-08	1.096089055e-06
-0.689	5e-05	1.53275413e-10	1.091836364e-06	-2.261090909e-08	1.092070464e-06
-0.688	5e-05	1.499024535e-10	1.091836364e-06	-1.768636364e-08	1.091979603e-06
-0.687	5e-05	1.47184419e-10	1.092745455e-06	-1.491209091e-08	1.092847198e-06
-0.686	5e-05	1.465997601e-10	1.094754545e-06	-1.144418182e-08	1.094814361e-06
-0.685	5e-05	1.481064926e-10	1.099609091e-06	-9.224727273e-09	1.099647784e-06
-0.684	5e-05	1.502592046e-10	1.103981818e-06	-1.172163636e-08	1.104044044e-06
-0.683	5e-05	1.539872855e-10	1.105709091e-06	-1.512018182e-08	1.105812468e-06
-0.682	5e-05	1.50743221e-10	1.104736364e-06	-1.976718182e-08	1.104913198e-06
-0.681	5e-05	1.493860843e-10	1.103072727e-06	-2.247218182e-08	1.103301609e-06
-0.68	5e-05	1.452832359e-10	1.100436364e-06	-2.025272727e-08	1.100622716e-06
-0.679	5e-05	1.462375885e-10	1.094545455e-06	-1.394109091e-08	1.094634234e-06
-0.678	5e-05	1.45784509e-10	1.088790909e-06	-9.640818182e-09	1.088833591e-06
-0.677	5e-05	1.492705227e-10	1.088509091e-06	-1.012636364e-08	1.088556193e-06
-0.676	5e-05	1.503832766e-10	1.087609091e-06	-1.144418182e-08	1.087669299e-06
-0.675	5e-05	1.485595794e-10	1.0847e-06	-7.213281818e-09	1.084723984e-06
-0.674	5e-05	1.46768508e-10	1.083518182e-06	-3.121136364e-09	1.083522677e-06
-0.673	5e-05	1.424501339e-10	1.079427273e-06	-2.427554545e-09	1.079430002e-06
-0.672	5e-05	1.453279634e-10	1.076445455e-06	-3.329209091e-09	1.076450603e-06
-0.671	5e-05	1.434226505e-10	1.072145455e-06	-3.398563636e-09	1.072150841e-06
-0.67	5e-05	1.476511712e-10	1.067427273e-06	-3.814718182e-09	1.067434089e-06
-0.669	5e-05	1.487002297e-10	1.067145455e-06	-3.537281818e-09	1.067151317e-06
-0.668	5e-05	1.449763746e-10	1.068745455e-06	1.317809091e-09	1.068746267e-06
-0.667	5e-05	1.405759053e-10	1.069227273e-06	8.600445455e-09	1.069261861e-06
-0.666	5e-05	1.434718102e-10	1.063336364e-06	1.352490909e-08	1.063422374e-06
-0.665	5e-05	1.418766624e-10	1.057927273e-06	1.123609091e-08	1.057986939e-06
-0.664	5e-05	1.489522601e-10	1.056054545e-06	5.6874e-09	1.05606986e-06
-0.663	5e-05	1.469426837e-10	1.0598e-06	9.0166e-10	1.059800384e-06
-0.662	5e-05	1.431477659e-10	1.070545455e-06	-6.935854545e-10	1.070545679e-06
-0.661	5e-05	1.403279089e-10	1.073318182e-06	-2.774345455e-10	1.073318218e-06
-0.66	5e-05	1.387771715e-10	1.068609091e-06	-5.548690909e-10	1.068609235e-06
-0.659	5e-05	1.419996724e-10	1.066245455e-06	-1.803318182e-09	1.06624698e-06
-0.658	5e-05	1.426595533e-10	1.067636364e-06	-2.427554545e-09	1.067639123e-06
-0.657	5e-05	1.460336928e-10	1.066590909e-06	-5.548690909e-10	1.066591053e-06
-0.656	5e-05	1.46397472e-10	1.063754545e-06	1.387172727e-10	1.063754554e-06
-0.655	5e-05	1.434694429e-10	1.061809091e-06	-5.132536364e-09	1.061821496e-06
-0.654	5e-05	1.397294593e-10	1.063472727e-06	-9.016627273e-09	1.06351095e-06
-0.653	5e-05	1.40018142e-10	1.065209091e-06	-1.047318182e-08	1.065260576e-06
-0.652	5e-05	1.42559781e-10	1.065272727e-06	-8.253654545e-09	1.065304701e-06
-0.651	5e-05	1.448522362e-10	1.065136364e-06	-5.6874e-09	1.065151548e-06
-0.65	5e-05	1.479836227e-10	1.0668e-06	-3.121136364e-09	1.066804566e-06
-0.649	5e-05	1.462417331e-10	1.070618182e-06	-6.935863636e-11	1.070618184e-06
-0.648	5e-05	1.431198747e-10	1.073463636e-06	3.676e-09	1.07346993e-06
-0.647	5e-05	1.439322128e-10	1.076372727e-06	7.282636364e-09	1.076397364e-06
-0.646	5e-05	1.448434161e-10	1.077272727e-06	1.0057e-08	1.07731967e-06
-0.645	5e-05	1.466499302e-10	1.079845455e-06	8.739154545e-09	1.079880817e-06
-0.644	5e-05	1.516260538e-10	1.085527273e-06	3.814718182e-09	1.085533975e-06
-0.643	5e-05	1.485578095e-10	1.089136364e-06	-3.676e-09	1.089142567e-06
-0.642	5e-05	1.481470977e-10	1.089e-06	-9.155363636e-09	1.089038484e-06
-0.641	5e-05	1.458866412e-10	1.084345455e-06	-8.045572727e-09	1.084375302e-06
-0.64	5e-05	1.482954914e-10	1.085463636e-06	-8.6698e-09	1.085498259e-06
-0.639	5e-05	1.492289442e-10	1.093018182e-06	-1.158290909e-08	1.093079553e-06
-0.638	5e-05	1.53864364e-10	1.103490909e-06	-1.387172727e-08	1.103578095e-06
-0.637	5e-05	1.526975609e-10	1.112927273e-06	-1.414909091e-08	1.113017211e-06
-0.636	5e-05	1.489148999e-10	1.120627273e-06	-1.359427273e-08	1.120709725e-06
-0.635	5e-05	1.440448466e-10	1.127281818e-06	-1.581372727e-08	1.127392732e-06
-0.634	5e-05	1.468632803e-10	1.129227273e-06	-1.858809091e-08	1.129380251e-06
-0.633	5e-05	1.497783004e-10	1.130190909e-06	-1.831072727e-08	1.130339229e-06
-0.632	5e-05	1.510226115e-10	1.127418182e-06	-1.574436364e-08	1.127528111e-06
-0.631	5e-05	1.545159335e-10	1.126518182e-06	-1.081990909e-08	1.126570142e-06
-0.63	5e-05	1.540325588e-10	1.126445455e-06	-2.774345455e-09	1.126448871e-06
-0.629	5e-05	1.493923675e-10	1.127354545e-06	1.1791e-09	1.127355162e-06
-0.628	5e-05	1.482139862e-10	1.126309091e-06	-3.467927273e-10	1.126309144e-06
-0.627	5e-05	1.484079261e-10	1.121390909e-06	-3.259845455e-09	1.121395647e-06
-0.626	5e-05	1.497816485e-10	1.1184e-06	-1.012636364e-08	1.118445843e-06
-0.625	5e-05	1.54298402e-10	1.122081818e-06	-1.491209091e-08	1.122180902e-06
-0.624	5e-05	1.55825791e-10	1.126727273e-06	-1.317809091e-08	1.126804335e-06
-0.623	5e-05	1.540246605e-10	1.131654545e-06	-1.407972727e-08	1.13174213e-06
-0.622	5e-05	1.505014488e-10	1.132345455e-06	-1.886554545e-08	1.132502599e-06
-0.621	5e-05	1.482286176e-10	1.129709091e-06	-2.455290909e-08	1.129975874e-06
-0.62	5e-05	1.491398504e-10	1.129018182e-06	-2.781272727e-08	1.129360705e-06
-0.619	5e-05	1.496182399e-10	1.137554545e-06	-2.6703e-08	1.137867916e-06
-0.618	5e-05	1.569031537e-10	1.148027273e-06	-2.337381818e-08	1.148265193e-06
-0.617	5e-05	1.565687405e-10	1.150936364e-06	-2.247218182e-08	1.151155729e-06
-0.616	5e-05	1.557955769e-10	1.147954545e-06	-2.177854545e-08	1.148161114e-06
-0.615	5e-05	1.545300118e-10	1.146772727e-06	-1.831072727e-08	1.146918903e-06
-0.614	5e-05	1.542687778e-10	1.146009091e-06	-1.179090909e-08	1.146069746e-06
-0.613	5e-05	1.528327392e-10	1.145527273e-06	-1.297e-08	1.145600695e-06
-0.612	5e-05	1.497390743e-10	1.150309091e-06	-1.831072727e-08	1.150454818e-06
-0.611	5e-05	1.48006145e-10	1.157945455e-06	-2.032209091e-08	1.158123768e-06
-0.61	5e-05	1.503189176e-10	1.158563636e-06	-1.636854545e-08	1.158679261e-06
-0.609	5e-05	1.503290504e-10	1.153090909e-06	-1.081990909e-08	1.153141672e-06
-0.608	5e-05	1.512580783e-10	1.147881818e-06	-4.785745455e-09	1.147891794e-06
-0.607	5e-05	1.526207092e-10	1.141781818e-06	4.161509091e-10	1.141781894e-06
-0.606	5e-05	1.53998377e-10	1.137554545e-06	-3.190490909e-09	1.13755902e-06
-0.605	5e-05	1.566754451e-10	1.137063636e-06	-6.5197e-09	1.137082328e-06
-0.604	5e-05	1.534538439e-10	1.134845455e-06	-1.123609091e-08	1.134901077e-06
-0.603	5e-05	1.504300322e-10	1.127972727e-06	-1.456527273e-08	1.128066762e-06
-0.602	5e-05	1.492152198e-10	1.121590909e-06	-1.685409091e-08	1.121717535e-06
-0.601	5e-05	1.506962515e-10	1.120209091e-06	-1.609118182e-08	1.120324655e-06
-0.6	5e-05	1.512065955e-10	1.1218e-06	-1.602181818e-08	1.121914408e-06
-0.599	5e-05	1.498316121e-10	1.126445455e-06	-2.025272727e-08	1.126627505e-06
-0.598	5e-05	1.536387645e-10	1.132136364e-06	-2.566263636e-08	1.132427179e-06
-0.597	5e-05	1.552886473e-10	1.134845455e-06	-2.9408e-08	1.135226425e-06
-0.596	5e-05	1.540094022e-10	1.131863636e-06	-2.4761e-08	1.132134444e-06
-0.595	5e-05	1.492150502e-10	1.131309091e-06	-1.8172e-08	1.131455028e-06
-0.594	5e-05	1.457538598e-10	1.133454545e-06	-1.546690909e-08	1.13356007e-06
-0.593	5e-05	1.459555505e-10	1.134636364e-06	-1.733963636e-08	1.134768849e-06
-0.592	5e-05	1.430174623e-10	1.135536364e-06	-2.150118182e-08	1.135739906e-06
-0.591	5e-05	1.460600205e-10	1.1311e-06	-2.087690909e-08	1.131292648e-06
-0.59	5e-05	1.48086957e-10	1.125336364e-06	-1.213772727e-08	1.12540182e-06
-0.589	5e-05	1.506597984e-10	1.122354545e-06	-3.537281818e-09	1.12236012e-06
-0.588	5e-05	1.468724175e-10	1.119236364e-06	-9.710181818e-10	1.119236785e-06
-0.587	5e-05	1.431555462e-10	1.1114e-06	-1.733963636e-09	1.111401353e-06
-0.586	5e-05	1.427447606e-10	1.104945455e-06	-6.034190909e-09	1.104961931e-06
-0.585	5e-05	1.46940781e-10	1.102454545e-06	-1.012636364e-08	1.102501051e-06
-0.584	5e-05	1.448786524e-10	1.097945455e-06	-8.947263636e-09	1.09798191e-06
-0.583	5e-05	1.512194496e-10	1.095445455e-06	-7.074563636e-09	1.095468299e-06
-0.582	5e-05	1.473966481e-10	1.092745455e-06	-5.340609091e-09	1.092758505e-06
-0.581	5e-05	1.476931627e-10	1.086218182e-06	-5.964836364e-09	1.086234559e-06
-0.58	5e-05	1.429773144e-10	1.081781818e-06	-7.143918182e-09	1.081805407e-06
-0.579	5e-05	1.392785922e-10	1.081572727e-06	-6.727772727e-09	1.081593652e-06
-0.578	5e-05	1.412900345e-10	1.088027273e-06	-5.201890909e-09	1.088039708e-06
-0.577	5e-05	1.441977094e-10	1.094681818e-06	-5.201890909e-09	1.094694178e-06
-0.576	5e-05	1.473931451e-10	1.0942e-06	3.467927273e-10	1.094200055e-06
-0.575	5e-05	1.449071556e-10	1.087054545e-06	4.161509091e-09	1.087062511e-06
-0.574	5e-05	1.426149069e-10	1.081227273e-06	2.288836364e-09	1.081229695e-06
-0.573	5e-05	1.380264934e-10	1.077209091e-06	-2.080754545e-10	1.077209111e-06
-0.572	5e-05	1.355494494e-10	1.072627273e-06	9.710181818e-10	1.072627712e-06
-0.571	5e-05	1.341024446e-10	1.064581818e-06	1.317809091e-09	1.064582634e-06
-0.57	5e-05	1.341717668e-10	1.056463636e-06	1.1791e-09	1.056464294e-06
-0.569	5e-05	1.345032079e-10	1.053072727e-06	4.647027273e-09	1.05308298e-06
-0.568	5e-05	1.401266754e-10	1.046409091e-06	6.5197e-09	1.046429401e-06
-0.567	5e-05	1.372572678e-10	1.039472727e-06	8.600445455e-09	1.039508306e-06
-0.566	5e-05	1.32656782e-10	1.033090909e-06	1.442654545e-08	1.033191634e-06
-0.565	5e-05	1.297761575e-10	1.026645455e-06	1.907363636e-08	1.02682262e-06
-0.564	5e-05	1.285250542e-10	1.024072727e-06	1.928172727e-08	1.024254234e-06
-0.563	5e-05	1.307672583e-10	1.0213e-06	1.720090909e-08	1.02144484e-06
-0.562	5e-05	1.303560081e-10	1.017345455e-06	1.824136364e-08	1.017508978e-06
-0.561	5e-05	1.350262512e-10	1.014645455e-06	2.101563636e-08	1.014863072e-06
-0.56	5e-05	1.344302869e-10	1.012636364e-06	2.129309091e-08	1.012860208e-06
-0.559	5e-05	1.322623682e-10	1.013045455e-06	1.602181818e-08	1.013172143e-06
-0.558	5e-05	1.298474708e-10	1.015827273e-06	6.380981818e-09	1.015847314e-06
-0.557	5e-05	1.280748804e-10	1.015409091e-06	1.040372727e-09	1.015409624e-06
-0.556	5e-05	1.253014324e-10	1.0118e-06	2.913054545e-09	1.011804193e-06
-0.555	5e-05	1.234619165e-10	1.010827273e-06	3.814718182e-09	1.010834471e-06
-0.554	5e-05	1.260383125e-10	1.009509091e-06	4.785745455e-09	1.009520435e-06
-0.553	5e-05	1.241028075e-10	1.005354545e-06	9.085981818e-09	1.005395602e-06
-0.552	5e-05	1.274460175e-10	9.999363636e-07	1.269263636e-08	1.000016917e-06
-0.551	5e-05	1.295935304e-10	9.936272727e-07	1.498145455e-08	9.93740208e-07
-0.55	5e-05	1.287408822e-10	9.836454545e-07	1.962845455e-08	9.838412761e-07
-0.549	5e-05	1.232812437e-10	9.721272727e-07	2.455290909e-08	9.724372883e-07
-0.548	5e-05	1.207726065e-10	9.622090909e-07	2.684172727e-08	9.625834057e-07
-0.547	5e-05	1.205958202e-10	9.491727273e-07	2.684172727e-08	9.49552181e-07
-0.546	5e-05	1.137282333e-10	9.327363636e-07	2.503845455e-08	9.330723703e-07
-0.545	5e-05	1.142572132e-10	9.178181818e-07	2.191727273e-08	9.180798341e-07
-0.544	5e-05	1.145234694e-10	9.089427273e-07	2.177854545e-08	9.092036001e-07
-0.543	5e-05	1.128361895e-10	9.0492e-07	2.3027e-08	9.052129303e-07
-0.542	5e-05	1.155569009e-10	8.997181818e-07	2.462227273e-08	9.000550333e-07
